,SAMPN,hhincome,AutoxAdults,HHSIZ,Weight2,PERNO
9924,5012163,"5 More than $100,000",Autos < Adults (18 yrs or older),3,34.875659999999996,30
9925,5012229,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,4
9926,5012259,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,11.254255,36
9927,5012260,"1 Less than $20,000",Autos < Adults (18 yrs or older),7,470.9439,22
9928,5012317,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,6
9929,5012351,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,45.519709999999996,36
9930,5012382,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,35.67341,3
9931,5012385,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,91.03941999999999,4
9932,5012387,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,9
9933,5012399,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,26.86985,4
9934,5012406,na,Autos = Adults (18 yrs or older),4,45.519709999999996,21
9935,5012408,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,7
9936,5012413,"5 More than $100,000",Autos = Adults (18 yrs or older),3,34.875659999999996,24
9937,5012461,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,482.4724,16
9938,5012466,"5 More than $100,000",Autos = Adults (18 yrs or older),6,94.39568,5
9939,5012509,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,117.88123999999999,17
9940,5012512,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),2,1445.78476,6
9941,5012550,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,15.004025,16
9942,5012552,"5 More than $100,000",Autos = Adults (18 yrs or older),4,72.90164,37
9943,5012558,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,17
9944,5012587,"5 More than $100,000",Autos > Adults (18 yrs or older),3,29.205035,18
9945,5012608,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,129.24096,12
9946,5012700,"5 More than $100,000",Autos = Adults (18 yrs or older),2,5.3857800000000005,4
9947,5012719,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,6
9948,5012722,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,4
9949,5012765,na,Autos > Adults (18 yrs or older),2,6.4315050000000005,24
9950,5012782,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,14
9951,5012824,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,43.552675,21
9952,5012841,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,573.00131,7
9953,5012847,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),3,164.85744,14
9954,5012852,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,15.004025,9
9955,5012885,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,10
9956,5012929,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,8.031645,9
9957,5013029,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,6
9958,5013048,"5 More than $100,000",Autos > Adults (18 yrs or older),4,54.68186,2
9959,5013076,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,11
9960,5013310,na,Autos = Adults (18 yrs or older),2,12.014785,6
9961,5013341,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,15.004025,21
9962,5013352,"2 $20,000 - $34,999",0,1,37.614284999999995,8
9963,5013374,"1 Less than $20,000",Autos < Adults (18 yrs or older),4,194.69296,2
9964,5013409,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,37.614284999999995,4
9965,5013479,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,6
9966,5013539,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,91.03941999999999,17
9967,5013680,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,6
9968,5013681,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,34.143375,42
9969,5013755,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,25.45855,9
9970,5013767,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,42.599990000000005,8
9971,5014121,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,35.63875,3
9972,5014132,"4 $60,000 -  $99,999",0,1,15.76861,3
9973,5014199,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,19
9974,5014207,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,68.28675,40
9975,5014384,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,13
9976,5014441,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,241.2362,16
9977,5014584,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,68.28675,28
9978,5014632,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),5,58.940619999999996,48
9979,5014680,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,6
9980,5014689,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,64.62048,24
9981,5014768,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,8
9982,5014789,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,75.22856999999999,2
9983,5014820,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),3,261.02147,17
9984,5014850,"5 More than $100,000",Autos > Adults (18 yrs or older),3,34.875659999999996,17
9985,5014975,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),3,69.02623,21
9986,5014987,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,11
9987,5015011,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,30.00805,8
9988,5015032,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,53.7397,20
9989,5015164,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,4
9990,5015185,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,34.143375,34
9991,5015187,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,37.614284999999995,7
9992,5015208,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,26.86985,3
9993,5015239,na,Autos > Adults (18 yrs or older),2,24.02957,11
9994,5015242,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,42.599990000000005,2
9995,5015254,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,68.28675,4
9996,5015289,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,23
9997,5015363,"5 More than $100,000",Autos > Adults (18 yrs or older),2,386.3491,4
9998,5015394,na,Autos = Adults (18 yrs or older),4,45.519709999999996,7
9999,5015400,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,47.55959,5
10000,5015410,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,4
10001,5015413,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,30.00805,11
10002,5015432,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,18.830389999999998,4
10003,5015443,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,6
10004,5015456,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,6
10005,5015476,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,6
10006,5015481,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,6.72572,24
10007,5015524,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,8.031645,14
10008,5015575,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,18
10009,5015581,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,45.519709999999996,30
10010,5015582,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,83.67294,35
10011,5015590,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,15.004025,14
10012,5015601,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,83.67294,63
10013,5015603,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,11.254255,14
10014,5015615,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,5
10015,5015671,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,15.004025,20
10016,5015742,na,Autos = Adults (18 yrs or older),3,65.33595,8
10017,5015747,"5 More than $100,000",Autos > Adults (18 yrs or older),1,15.078829999999998,2
10018,5015776,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,9
10019,5015788,"5 More than $100,000",Autos < Adults (18 yrs or older),4,72.90164,18
10020,5015792,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,86.15158000000001,35
10021,5015794,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,75.22856999999999,3
10022,5015805,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,65.33595,2
10023,5015814,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,43.079305,9
10024,5015821,"5 More than $100,000",Autos > Adults (18 yrs or older),5,70.80415,12
10025,5015840,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),4,91.03941999999999,16
10026,5015864,"1 Less than $20,000",Autos = Adults (18 yrs or older),5,235.47195,19
10027,5015869,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,14
10028,5015886,"5 More than $100,000",Autos > Adults (18 yrs or older),4,54.68186,20
10029,5015902,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,3
10030,5015912,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,6
10031,5015941,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,68.28675,6
10032,5015949,"5 More than $100,000",Autos > Adults (18 yrs or older),4,36.45082,23
10033,5015960,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,34.143375,22
10034,5016028,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,15.004025,10
10035,5016030,"5 More than $100,000",Autos = Adults (18 yrs or older),5,47.19784,42
10036,5016057,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,4
10037,5016098,na,Autos > Adults (18 yrs or older),2,193.17455,18
10038,5016111,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,14
10039,5016115,"5 More than $100,000",Autos = Adults (18 yrs or older),4,36.45082,16
10040,5016154,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,4
10041,5016165,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,45.519709999999996,12
10042,5016169,"5 More than $100,000",Autos > Adults (18 yrs or older),4,36.45082,32
10043,5016192,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,25.75367,2
10044,5016214,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),6,223.10449,33
10045,5016229,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,19
10046,5016284,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,20
10047,5016303,"5 More than $100,000",Autos > Adults (18 yrs or older),5,70.80415,21
10048,5016310,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,6.72572,19
10049,5016315,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,15.004025,12
10050,5016317,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,10
10051,5016322,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,6.72572,13
10052,5016348,"5 More than $100,000",Autos = Adults (18 yrs or older),4,36.45082,26
10053,5016361,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,482.4724,4
10054,5016380,"5 More than $100,000",Autos = Adults (18 yrs or older),4,72.90164,14
10055,5016406,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,56.79405,7
10056,5016411,"5 More than $100,000",Autos > Adults (18 yrs or older),2,5.3857800000000005,11
10057,5016424,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,8
10058,5016467,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,9
10059,5016498,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,15.20086,18
10060,5016530,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,4
10061,5016552,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,2
10062,5016564,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,3
10063,5016583,"5 More than $100,000",Autos < Adults (18 yrs or older),3,69.75131999999999,20
10064,5016597,"5 More than $100,000",Autos = Adults (18 yrs or older),3,52.31889,15
10065,5016603,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,12.729275,23
10066,5016650,na,Autos = Adults (18 yrs or older),5,44.2101,16
10067,5016653,"5 More than $100,000",Autos = Adults (18 yrs or older),7,94.39568,20
10068,5016657,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,4
10069,5016662,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),5,111.552245,48
10070,5016681,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,6
10071,5016697,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,4
10072,5016714,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,5
10073,5016775,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,223.10449,11
10074,5016788,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,8
10075,5016795,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,783.6748200000001,18
10076,5016802,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,4
10077,5016807,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,25.45855,6
10078,5016848,na,Autos > Adults (18 yrs or older),5,47.19784,33
10079,5016876,na,Autos = Adults (18 yrs or older),4,54.68186,28
10080,5016891,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,15.76861,7
10081,5016893,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,65.33595,5
10082,5016949,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,3
10083,5016971,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,34
10084,5016999,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,3
10085,5017009,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,8
10086,5017020,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,17.819375,25
10087,5017037,"1 Less than $20,000",Autos = Adults (18 yrs or older),3,261.02147,15
10088,5017050,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,17.836705,18
10089,5017059,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,14
10090,5017061,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,19.52299,18
10091,5017062,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,7
10092,5017068,"5 More than $100,000",Autos > Adults (18 yrs or older),3,34.875659999999996,30
10093,5017074,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,14
10094,5017088,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,25.45855,4
10095,5017146,"1 Less than $20,000",0,1,31.498395000000002,5
10096,5017205,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,25.75367,8
10097,5017218,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,64.62048,6
10098,5017246,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,4
10099,5017277,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),2,15.004025,10
10100,5017280,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,25.12893,9
10101,5017366,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,14
10102,5017374,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,573.00131,3
10103,5017377,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,86.15158000000001,49
10104,5017379,na,Autos > Adults (18 yrs or older),4,129.24096,17
10105,5017396,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,25.45855,10
10106,5017400,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,31.498395000000002,11
10107,5017408,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,26.86985,4
10108,5017422,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,29.84405,10
10109,5017429,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),6,58.940619999999996,40
10110,5017449,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,14.922025,7
10111,5017457,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.6227,13
10112,5017481,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.6227,10
10113,5017489,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,18.848689999999998,8
10114,5017499,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,13.45144,15
10115,5017522,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.12254,8
10116,5017569,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,5
10117,5017644,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,43.079305,22
10118,5017677,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,87.10535,18
10119,5017684,"5 More than $100,000",Autos = Adults (18 yrs or older),2,18.024079999999998,7
10120,5017762,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),4,45.519709999999996,28
10121,5017868,"5 More than $100,000",Autos < Adults (18 yrs or older),3,52.31889,16
10122,5017884,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,5
10123,5017899,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,6
10124,5017905,"5 More than $100,000",Autos = Adults (18 yrs or older),2,7.546695,5
10125,5017922,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),2,17.836705,4
10126,5017941,"5 More than $100,000",Autos > Adults (18 yrs or older),3,34.875659999999996,35
10127,5017943,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,6.72572,20
10128,5017987,"5 More than $100,000",Autos = Adults (18 yrs or older),3,34.875659999999996,20
10129,5017999,na,Autos = Adults (18 yrs or older),1,18.830389999999998,10
10130,5018000,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,43.079305,4
10131,5018019,"5 More than $100,000",Autos = Adults (18 yrs or older),2,18.024079999999998,9
10132,5018022,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),3,43.552675,51
10133,5018048,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,8
10134,5018049,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,35.67341,4
10135,5018052,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,56.79405,4
10136,5018082,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,8
10137,5018094,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,241.2362,28
10138,5018119,na,Autos = Adults (18 yrs or older),1,14.922025,13
10139,5018120,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),2,17.836705,30
10140,5018123,"5 More than $100,000",Autos = Adults (18 yrs or older),4,72.90164,20
10141,5018132,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,24
10142,5018140,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,18
10143,5018158,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,7.884305,11
10144,5018159,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,17.819375,10
10145,5018185,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,18.848689999999998,16
10146,5018205,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),1,9.415194999999999,14
10147,5018215,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,10
10148,5018222,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,53.7397,12
10149,5018230,na,Autos = Adults (18 yrs or older),1,12.62707,6
10150,5018262,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),3,103.55025,8
10151,5018338,na,Autos = Adults (18 yrs or older),2,25.12893,16
10152,5018341,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,86.15861,8
10153,5018355,"2 $20,000 - $34,999",Autos > Adults (18 yrs or older),1,62.996790000000004,2
10154,5018370,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,2
10155,5018458,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,3
10156,5018503,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,28.397025,18
10157,5018537,na,Autos = Adults (18 yrs or older),1,17.819375,9
10158,5018563,"3 $35,000 - $59,999",Autos < Adults (18 yrs or older),4,172.30316000000002,17
10159,5018582,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,9.415194999999999,11
10160,5018596,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,10
10161,5018598,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,12
10162,5018602,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,4
10163,5018652,"5 More than $100,000",Autos = Adults (18 yrs or older),3,58.41007,21
10164,5018653,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,30
10165,5018654,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,22.50851,12
10166,5018704,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),4,181.854605,34
10167,5018706,"5 More than $100,000",Autos > Adults (18 yrs or older),3,34.875659999999996,24
10168,5018722,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,15.004025,15
10169,5018726,"5 More than $100,000",Autos < Adults (18 yrs or older),4,36.45082,23
10170,5018730,"4 $60,000 -  $99,999",Autos > Adults (18 yrs or older),1,302.75543,2
10171,5018763,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,172.30316000000002,14
10172,5018783,"5 More than $100,000",Autos > Adults (18 yrs or older),2,24.02957,11
10173,5018799,"5 More than $100,000",Autos = Adults (18 yrs or older),3,34.875659999999996,4
10174,5018882,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,25.75367,7
10175,5018919,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,26.86985,12
10176,5019013,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,5
10177,5019069,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,25.45855,6
10178,5019082,"3 $35,000 - $59,999",Autos > Adults (18 yrs or older),1,35.63875,6
10179,5019130,"5 More than $100,000",Autos = Adults (18 yrs or older),4,36.45082,21
10180,5019148,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,33
10181,5019162,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,32.086995,22
10182,5019167,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),5,223.10449,16
10183,5019195,"5 More than $100,000",Autos = Adults (18 yrs or older),2,6.4315050000000005,12
10184,5019206,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,21.299995000000003,34
10185,5019236,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,12
10186,5019242,"5 More than $100,000",Autos = Adults (18 yrs or older),2,20.12254,10
10187,5019252,na,Autos = Adults (18 yrs or older),2,26.86985,20
10188,5019265,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,16.06329,9
10189,5019280,"1 Less than $20,000",Autos < Adults (18 yrs or older),2,102.88755,6
10190,5019360,na,Autos = Adults (18 yrs or older),3,69.75131999999999,8
10191,5019362,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,31.498395000000002,14
10192,5019433,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,34.143375,45
10193,5019453,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),2,53.7397,4
10194,5019508,"5 More than $100,000",Autos = Adults (18 yrs or older),2,12.014785,20
10195,5019538,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,20.408355,15
10196,5019588,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),4,68.28675,11
10197,5019835,na,Autos < Adults (18 yrs or older),2,64.17399,4
10198,5019864,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,8.031645,7
10199,5019887,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,21.56624,8
10200,5019914,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),2,15.004025,27
10201,5019956,"5 More than $100,000",Autos = Adults (18 yrs or older),2,15.09339,5
10202,5019995,"5 More than $100,000",Autos = Adults (18 yrs or older),5,70.80415,9
10203,5020014,"5 More than $100,000",Autos > Adults (18 yrs or older),2,12.014785,33
10204,5020171,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,89.92282,2
10205,5020175,"1 Less than $20,000",Autos = Adults (18 yrs or older),4,194.69296,13
10206,5020236,na,Autos > Adults (18 yrs or older),3,164.85744,10
10207,5020319,na,Autos = Adults (18 yrs or older),2,12.014785,14
10208,5020374,"1 Less than $20,000",Autos = Adults (18 yrs or older),2,26.86985,25
10209,5020393,"1 Less than $20,000",Autos = Adults (18 yrs or older),3,347.99217000000004,18
10210,5020395,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,12
10211,5020421,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,62.996790000000004,5
10212,5020443,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,36.47122,19
10213,5020488,na,Autos < Adults (18 yrs or older),2,53.7397,4
10214,5020500,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,12.729275,13
10215,5020510,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,3
10216,5020523,"2 $20,000 - $34,999",Autos < Adults (18 yrs or older),2,53.7397,2
10217,5020634,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),3,43.552675,19
10218,5020655,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),2,20.408355,9
10219,5020676,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,6.72572,12
10220,5020712,"5 More than $100,000",Autos = Adults (18 yrs or older),3,69.75131999999999,6
10221,5020734,"4 $60,000 -  $99,999",Autos < Adults (18 yrs or older),3,87.10535,16
10222,5020763,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,3
10223,5020770,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,7
10224,5020779,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),4,129.24096,41
10225,5020815,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,29.84405,6
10226,5020825,na,Autos = Adults (18 yrs or older),2,32.086995,16
10227,5020845,"4 $60,000 -  $99,999",Autos = Adults (18 yrs or older),2,30.00805,4
10228,5020849,"5 More than $100,000",Autos < Adults (18 yrs or older),2,12.014785,33
10229,5020873,"3 $35,000 - $59,999",Autos = Adults (18 yrs or older),1,35.63875,7
10230,5020884,"5 More than $100,000",Autos = Adults (18 yrs or older),2,24.02957,2
10231,5020911,"1 Less than $20,000",Autos = Adults (18 yrs or older),1,75.22856999999999,3
10232,5020929,na,Autos > Adults (18 yrs or older),1,35.63875,5
10233,5020940,"2 $20,000 - $34,999",Autos = Adults (18 yrs or older),1,62.996790000000004,5
